,Unnamed: 0,fname,xmin,ymin,w,h,name,id,height,width,iscrowd,area
3953,3953,ssd_20170731_12.png,1353,329,80,80,class3,842,1201,3600,0,6400
3954,3954,ssd_20170731_18.png,1349,328,80,80,class3,843,1201,3600,0,6400
3955,3955,ssd_20170731_12.png,1556,286,80,80,class1,842,1201,3600,0,6400
3956,3956,ssd_20170801_00.png,2820,229,80,80,class0,844,1201,3600,0,6400
3962,3962,ssd_20170801_00.png,899,577,80,80,class0,844,1201,3600,0,6400
3963,3963,ssd_20170801_06.png,902,583,80,80,class0,845,1201,3600,0,6400
3964,3964,ssd_20170801_00.png,2239,284,80,80,class0,844,1201,3600,0,6400
3965,3965,ssd_20170801_06.png,2231,281,80,80,class0,845,1201,3600,0,6400
3966,3966,ssd_20170801_00.png,2277,326,80,80,class1,844,1201,3600,0,6400
3967,3967,ssd_20170801_06.png,2273,317,80,80,class0,845,1201,3600,0,6400
3968,3968,ssd_20170801_00.png,1571,605,80,80,class0,844,1201,3600,0,6400
3969,3969,ssd_20170801_06.png,1533,604,80,80,class0,845,1201,3600,0,6400
3970,3970,ssd_20170801_00.png,1122,263,80,80,class1,844,1201,3600,0,6400
3971,3971,ssd_20170801_00.png,1341,324,80,80,class3,844,1201,3600,0,6400
3972,3972,ssd_20170801_06.png,1338,321,80,80,class3,845,1201,3600,0,6400
3973,3973,ssd_20170801_00.png,1589,300,80,80,class1,844,1201,3600,0,6400
3974,3974,ssd_20170801_06.png,1596,300,80,80,class1,845,1201,3600,0,6400
3975,3975,ssd_20170801_12.png,2762,270,80,80,class0,846,1201,3600,0,6400
3976,3976,ssd_20170801_12.png,3223,471,80,80,class0,846,1201,3600,0,6400
3977,3977,ssd_20170801_18.png,3212,466,80,80,class0,847,1201,3600,0,6400
3978,3978,ssd_20170801_12.png,2003,438,80,80,class0,846,1201,3600,0,6400
3979,3979,ssd_20170801_18.png,1990,439,80,80,class0,847,1201,3600,0,6400
3980,3980,ssd_20170801_12.png,2270,307,80,80,class0,846,1201,3600,0,6400
3981,3981,ssd_20170801_18.png,2264,298,80,80,class0,847,1201,3600,0,6400
3982,3982,ssd_20170801_12.png,1108,251,80,80,class1,846,1201,3600,0,6400
3983,3983,ssd_20170801_18.png,1118,239,80,80,class1,847,1201,3600,0,6400
3984,3984,ssd_20170801_12.png,1331,317,80,80,class3,846,1201,3600,0,6400
3985,3985,ssd_20170801_18.png,1328,312,80,80,class3,847,1201,3600,0,6400
3986,3986,ssd_20170801_12.png,1598,301,80,80,class1,846,1201,3600,0,6400
3987,3987,ssd_20170801_18.png,1606,307,80,80,class1,847,1201,3600,0,6400
3988,3988,ssd_20170802_00.png,2259,287,80,80,class0,848,1201,3600,0,6400
3989,3989,ssd_20170802_06.png,2252,283,80,80,class0,849,1201,3600,0,6400
3990,3990,ssd_20170802_00.png,2294,478,80,80,class0,848,1201,3600,0,6400
3991,3991,ssd_20170802_00.png,1324,307,80,80,class3,848,1201,3600,0,6400
3992,3992,ssd_20170802_06.png,1319,304,80,80,class3,849,1201,3600,0,6400
3993,3993,ssd_20170802_00.png,1613,305,80,80,class1,848,1201,3600,0,6400
3994,3994,ssd_20170802_06.png,1612,304,80,80,class2,849,1201,3600,0,6400
3997,3997,ssd_20170802_12.png,2800,252,80,80,class0,850,1201,3600,0,6400
3998,3998,ssd_20170802_18.png,2807,240,80,80,class0,851,1201,3600,0,6400
3999,3999,ssd_20170802_12.png,2247,279,80,80,class0,850,1201,3600,0,6400
4000,4000,ssd_20170802_18.png,2243,276,80,80,class0,851,1201,3600,0,6400
4001,4001,ssd_20170802_12.png,2257,488,80,80,class0,850,1201,3600,0,6400
4002,4002,ssd_20170802_12.png,2278,482,80,80,class0,850,1201,3600,0,6400
4003,4003,ssd_20170802_18.png,2297,475,80,80,class0,851,1201,3600,0,6400
4004,4004,ssd_20170802_12.png,2097,934,80,80,class2,850,1201,3600,0,6400
4005,4005,ssd_20170802_18.png,2122,951,80,80,class2,851,1201,3600,0,6400
4006,4006,ssd_20170802_12.png,1125,224,80,80,class1,850,1201,3600,0,6400
4007,4007,ssd_20170802_18.png,1121,214,80,80,class1,851,1201,3600,0,6400
4008,4008,ssd_20170802_12.png,1316,297,80,80,class3,850,1201,3600,0,6400
4009,4009,ssd_20170802_18.png,1314,291,80,80,class3,851,1201,3600,0,6400
4010,4010,ssd_20170802_12.png,1612,303,80,80,class2,850,1201,3600,0,6400
4011,4011,ssd_20170802_18.png,1608,298,80,80,class2,851,1201,3600,0,6400
4016,4016,ssd_20170803_00.png,867,601,80,80,class0,852,1201,3600,0,6400
4017,4017,ssd_20170803_00.png,2218,487,80,80,class0,852,1201,3600,0,6400
4018,4018,ssd_20170803_06.png,2210,484,80,80,class0,853,1201,3600,0,6400
4019,4019,ssd_20170803_00.png,2572,416,80,80,class0,852,1201,3600,0,6400
4020,4020,ssd_20170803_06.png,2551,412,80,80,class0,853,1201,3600,0,6400
4021,4021,ssd_20170803_00.png,1636,615,80,80,class0,852,1201,3600,0,6400
4022,4022,ssd_20170803_00.png,2142,965,80,80,class2,852,1201,3600,0,6400
4023,4023,ssd_20170803_06.png,2166,972,80,80,class2,853,1201,3600,0,6400
4024,4024,ssd_20170803_00.png,1125,214,80,80,class1,852,1201,3600,0,6400
4025,4025,ssd_20170803_06.png,1130,211,80,80,class1,853,1201,3600,0,6400
4028,4028,ssd_20170803_00.png,1308,286,80,80,class3,852,1201,3600,0,6400
4029,4029,ssd_20170803_06.png,1301,280,80,80,class3,853,1201,3600,0,6400
4030,4030,ssd_20170803_00.png,1605,291,80,80,class2,852,1201,3600,0,6400
4031,4031,ssd_20170803_06.png,1599,288,80,80,class2,853,1201,3600,0,6400
4032,4032,ssd_20170803_12.png,2750,245,80,80,class0,854,1201,3600,0,6400
4033,4033,ssd_20170803_18.png,2766,231,80,80,class0,855,1201,3600,0,6400
4038,4038,ssd_20170803_12.png,2523,404,80,80,class0,854,1201,3600,0,6400
4039,4039,ssd_20170803_18.png,2509,408,80,80,class0,855,1201,3600,0,6400
4040,4040,ssd_20170803_12.png,2191,976,80,80,class2,854,1201,3600,0,6400
4041,4041,ssd_20170803_18.png,2222,983,80,80,class2,855,1201,3600,0,6400
4044,4044,ssd_20170803_12.png,1291,279,80,80,class3,854,1201,3600,0,6400
4045,4045,ssd_20170803_18.png,1284,277,80,80,class3,855,1201,3600,0,6400
4046,4046,ssd_20170803_12.png,1594,283,80,80,class2,854,1201,3600,0,6400
4047,4047,ssd_20170803_18.png,1591,283,80,80,class2,855,1201,3600,0,6400
4050,4050,ssd_20170804_00.png,3343,461,80,80,class0,856,1201,3600,0,6400
4051,4051,ssd_20170804_06.png,3339,450,80,80,class0,857,1201,3600,0,6400
4052,4052,ssd_20170804_00.png,2368,460,80,80,class0,856,1201,3600,0,6400
4053,4053,ssd_20170804_06.png,2380,474,80,80,class0,857,1201,3600,0,6400
4054,4054,ssd_20170804_00.png,2494,408,80,80,class1,856,1201,3600,0,6400
4055,4055,ssd_20170804_06.png,2484,397,80,80,class0,857,1201,3600,0,6400
4056,4056,ssd_20170804_00.png,2253,990,80,80,class2,856,1201,3600,0,6400
4057,4057,ssd_20170804_06.png,2278,997,80,80,class2,857,1201,3600,0,6400
4058,4058,ssd_20170804_00.png,1276,275,80,80,class3,856,1201,3600,0,6400
4059,4059,ssd_20170804_06.png,1271,274,80,80,class3,857,1201,3600,0,6400
4060,4060,ssd_20170804_00.png,1587,279,80,80,class2,856,1201,3600,0,6400
4061,4061,ssd_20170804_06.png,1588,273,80,80,class2,857,1201,3600,0,6400
4062,4062,ssd_20170804_12.png,2803,453,80,80,class0,858,1201,3600,0,6400
4063,4063,ssd_20170804_18.png,2810,456,80,80,class0,859,1201,3600,0,6400
4064,4064,ssd_20170804_12.png,2941,218,80,80,class0,858,1201,3600,0,6400
4065,4065,ssd_20170804_18.png,2953,220,80,80,class0,859,1201,3600,0,6400
4066,4066,ssd_20170804_12.png,2326,461,80,80,class0,858,1201,3600,0,6400
4067,4067,ssd_20170804_18.png,2318,464,80,80,class0,859,1201,3600,0,6400
4068,4068,ssd_20170804_12.png,2472,391,80,80,class1,858,1201,3600,0,6400
4069,4069,ssd_20170804_18.png,2460,387,80,80,class1,859,1201,3600,0,6400
4070,4070,ssd_20170804_12.png,1266,270,80,80,class3,858,1201,3600,0,6400
4071,4071,ssd_20170804_18.png,1263,269,80,80,class3,859,1201,3600,0,6400
4072,4072,ssd_20170804_12.png,1584,263,80,80,class2,858,1201,3600,0,6400
4073,4073,ssd_20170804_18.png,1582,255,80,80,class2,859,1201,3600,0,6400
4074,4074,ssd_20170805_00.png,2792,456,80,80,class0,860,1201,3600,0,6400
4076,4076,ssd_20170805_00.png,1265,263,80,80,class3,860,1201,3600,0,6400
4077,4077,ssd_20170805_06.png,1261,259,80,80,class3,861,1201,3600,0,6400
4078,4078,ssd_20170805_00.png,1584,235,80,80,class2,860,1201,3600,0,6400
4079,4079,ssd_20170805_06.png,1577,221,80,80,class2,861,1201,3600,0,6400
4080,4080,ssd_20170805_12.png,1270,989,80,80,class2,862,1201,3600,0,6400
4081,4081,ssd_20170805_18.png,1294,968,80,80,class2,863,1201,3600,0,6400
4082,4082,ssd_20170805_12.png,2315,450,80,80,class0,862,1201,3600,0,6400
4083,4083,ssd_20170805_18.png,2316,442,80,80,class0,863,1201,3600,0,6400
4084,4084,ssd_20170805_12.png,844,607,80,80,class0,862,1201,3600,0,6400
4085,4085,ssd_20170805_18.png,845,598,80,80,class0,863,1201,3600,0,6400
4086,4086,ssd_20170805_12.png,1260,260,80,80,class2,862,1201,3600,0,6400
4087,4087,ssd_20170805_18.png,1263,259,80,80,class2,863,1201,3600,0,6400
4090,4090,ssd_20170806_00.png,867,618,80,80,class0,864,1201,3600,0,6400
4091,4091,ssd_20170806_06.png,858,611,80,80,class0,865,1201,3600,0,6400
4092,4092,ssd_20170806_00.png,1325,955,80,80,class1,864,1201,3600,0,6400
4093,4093,ssd_20170806_06.png,1356,945,80,80,class1,865,1201,3600,0,6400
4094,4094,ssd_20170806_00.png,2166,466,80,80,class0,864,1201,3600,0,6400
4095,4095,ssd_20170806_06.png,2173,456,80,80,class0,865,1201,3600,0,6400
4096,4096,ssd_20170806_00.png,2249,443,80,80,class0,864,1201,3600,0,6400
4097,4097,ssd_20170806_00.png,1270,253,80,80,class2,864,1201,3600,0,6400
4098,4098,ssd_20170806_06.png,1274,249,80,80,class2,865,1201,3600,0,6400
4101,4101,ssd_20170806_12.png,2560,478,80,80,class0,866,1201,3600,0,6400
4102,4102,ssd_20170806_18.png,2557,477,80,80,class0,867,1201,3600,0,6400
4103,4103,ssd_20170806_12.png,2762,411,80,80,class0,866,1201,3600,0,6400
4104,4104,ssd_20170806_18.png,2748,402,80,80,class0,867,1201,3600,0,6400
4105,4105,ssd_20170806_12.png,861,612,80,80,class1,866,1201,3600,0,6400
4106,4106,ssd_20170806_18.png,858,612,80,80,class0,867,1201,3600,0,6400
4107,4107,ssd_20170806_12.png,2560,478,80,80,class0,866,1201,3600,0,6400
4108,4108,ssd_20170806_18.png,2557,477,80,80,class0,867,1201,3600,0,6400
4109,4109,ssd_20170806_12.png,1284,242,80,80,class2,866,1201,3600,0,6400
4110,4110,ssd_20170806_18.png,1288,236,80,80,class2,867,1201,3600,0,6400
4113,4113,ssd_20170807_00.png,2730,397,80,80,class0,868,1201,3600,0,6400
4114,4114,ssd_20170807_06.png,2726,387,80,80,class1,869,1201,3600,0,6400
4115,4115,ssd_20170807_00.png,871,625,80,80,class1,868,1201,3600,0,6400
4116,4116,ssd_20170807_06.png,862,628,80,80,class0,869,1201,3600,0,6400
4117,4117,ssd_20170807_00.png,1862,477,80,80,class0,868,1201,3600,0,6400
4118,4118,ssd_20170807_00.png,1300,229,80,80,class2,868,1201,3600,0,6400
4119,4119,ssd_20170807_06.png,1310,221,80,80,class2,869,1201,3600,0,6400
4122,4122,ssd_20170807_12.png,2717,387,80,80,class1,870,1201,3600,0,6400
4123,4123,ssd_20170807_18.png,2705,381,80,80,class1,871,1201,3600,0,6400
4124,4124,ssd_20170807_12.png,862,626,80,80,class1,870,1201,3600,0,6400
4125,4125,ssd_20170807_12.png,2125,445,80,80,class0,870,1201,3600,0,6400
4126,4126,ssd_20170807_12.png,1319,210,80,80,class2,870,1201,3600,0,6400
4130,4130,ssd_20170807_12.png,1554,262,80,80,class1,870,1201,3600,0,6400
4131,4131,ssd_20170807_18.png,1557,251,80,80,class1,871,1201,3600,0,6400
4132,4132,ssd_20170808_00.png,2695,371,80,80,class1,872,1201,3600,0,6400
4133,4133,ssd_20170808_06.png,2682,369,80,80,class1,873,1201,3600,0,6400
4134,4134,ssd_20170808_00.png,2787,508,80,80,class0,872,1201,3600,0,6400
4135,4135,ssd_20170808_06.png,2778,521,80,80,class0,873,1201,3600,0,6400
4136,4136,ssd_20170808_00.png,868,640,80,80,class1,872,1201,3600,0,6400
4137,4137,ssd_20170808_06.png,858,647,80,80,class1,873,1201,3600,0,6400
4138,4138,ssd_20170808_00.png,2105,439,80,80,class0,872,1201,3600,0,6400
4139,4139,ssd_20170808_06.png,2093,442,80,80,class0,873,1201,3600,0,6400
4140,4140,ssd_20170808_00.png,597,573,80,80,class0,872,1201,3600,0,6400
4141,4141,ssd_20170808_06.png,591,577,80,80,class0,873,1201,3600,0,6400
4142,4142,ssd_20170808_00.png,1353,200,80,80,class2,872,1201,3600,0,6400
4143,4143,ssd_20170808_06.png,1359,200,80,80,class2,873,1201,3600,0,6400
4146,4146,ssd_20170808_12.png,2672,364,80,80,class1,874,1201,3600,0,6400
4147,4147,ssd_20170808_18.png,2661,359,80,80,class1,875,1201,3600,0,6400
4148,4148,ssd_20170808_12.png,3050,414,80,80,class0,874,1201,3600,0,6400
4149,4149,ssd_20170808_12.png,848,645,80,80,class1,874,1201,3600,0,6400
4150,4150,ssd_20170808_18.png,838,646,80,80,class1,875,1201,3600,0,6400
4151,4151,ssd_20170808_12.png,1193,219,80,80,class1,874,1201,3600,0,6400
4152,4152,ssd_20170808_18.png,1203,220,80,80,class1,875,1201,3600,0,6400
4153,4153,ssd_20170809_00.png,2648,359,80,80,class1,876,1201,3600,0,6400
4154,4154,ssd_20170809_06.png,2637,356,80,80,class1,877,1201,3600,0,6400
4157,4157,ssd_20170809_00.png,3024,405,80,80,class0,876,1201,3600,0,6400
4158,4158,ssd_20170809_06.png,3010,405,80,80,class0,877,1201,3600,0,6400
4159,4159,ssd_20170809_00.png,2648,359,80,80,class1,876,1201,3600,0,6400
4160,4160,ssd_20170809_06.png,2637,356,80,80,class1,877,1201,3600,0,6400
4161,4161,ssd_20170809_00.png,830,649,80,80,class1,876,1201,3600,0,6400
4162,4162,ssd_20170809_06.png,812,660,80,80,class1,877,1201,3600,0,6400
4165,4165,ssd_20170809_12.png,2626,357,80,80,class1,878,1201,3600,0,6400
4166,4166,ssd_20170809_18.png,2616,359,80,80,class2,879,1201,3600,0,6400
4167,4167,ssd_20170809_12.png,2997,395,80,80,class0,878,1201,3600,0,6400
4168,4168,ssd_20170809_18.png,2989,395,80,80,class0,879,1201,3600,0,6400
4169,4169,ssd_20170809_12.png,2626,357,80,80,class1,878,1201,3600,0,6400
4170,4170,ssd_20170809_18.png,2616,359,80,80,class2,879,1201,3600,0,6400
4171,4171,ssd_20170809_12.png,799,660,80,80,class1,878,1201,3600,0,6400
4172,4172,ssd_20170809_18.png,788,663,80,80,class0,879,1201,3600,0,6400
4173,4173,ssd_20170809_12.png,1724,418,80,80,class0,878,1201,3600,0,6400
4174,4174,ssd_20170809_18.png,1699,422,80,80,class0,879,1201,3600,0,6400
4175,4175,ssd_20170810_00.png,2603,355,80,80,class2,880,1201,3600,0,6400
4176,4176,ssd_20170810_06.png,2592,359,80,80,class2,881,1201,3600,0,6400
4179,4179,ssd_20170810_00.png,2148,440,80,80,class0,880,1201,3600,0,6400
4180,4180,ssd_20170810_06.png,2122,425,80,80,class0,881,1201,3600,0,6400
4181,4181,ssd_20170810_00.png,2603,355,80,80,class2,880,1201,3600,0,6400
4182,4182,ssd_20170810_06.png,2592,359,80,80,class2,881,1201,3600,0,6400
4187,4187,ssd_20170810_00.png,1695,408,80,80,class0,880,1201,3600,0,6400
4188,4188,ssd_20170810_06.png,1685,402,80,80,class0,881,1201,3600,0,6400
4189,4189,ssd_20170810_12.png,2960,366,80,80,class0,882,1201,3600,0,6400
4190,4190,ssd_20170810_18.png,2952,356,80,80,class0,883,1201,3600,0,6400
4191,4191,ssd_20170810_12.png,732,259,80,80,class1,882,1201,3600,0,6400
4194,4194,ssd_20170810_12.png,1670,397,80,80,class0,882,1201,3600,0,6400
4195,4195,ssd_20170810_18.png,1660,388,80,80,class0,883,1201,3600,0,6400
4196,4196,ssd_20170811_00.png,2778,487,80,80,class0,884,1201,3600,0,6400
4197,4197,ssd_20170811_00.png,2188,442,80,80,class0,884,1201,3600,0,6400
4198,4198,ssd_20170811_06.png,2165,452,80,80,class0,885,1201,3600,0,6400
4199,4199,ssd_20170811_00.png,2505,343,80,80,class0,884,1201,3600,0,6400
4200,4200,ssd_20170811_06.png,2502,371,80,80,class0,885,1201,3600,0,6400
4201,4201,ssd_20170811_00.png,720,255,80,80,class1,884,1201,3600,0,6400
4202,4202,ssd_20170811_00.png,751,660,80,80,class0,884,1201,3600,0,6400
4203,4203,ssd_20170811_06.png,740,663,80,80,class0,885,1201,3600,0,6400
4204,4204,ssd_20170811_00.png,1027,322,80,80,class1,884,1201,3600,0,6400
4205,4205,ssd_20170811_00.png,1655,391,80,80,class0,884,1201,3600,0,6400
4206,4206,ssd_20170811_06.png,1643,383,80,80,class0,885,1201,3600,0,6400
4209,4209,ssd_20170811_12.png,2089,457,80,80,class0,886,1201,3600,0,6400
4210,4210,ssd_20170811_18.png,2075,456,80,80,class0,887,1201,3600,0,6400
4211,4211,ssd_20170811_12.png,2498,369,80,80,class1,886,1201,3600,0,6400
4212,4212,ssd_20170811_18.png,2478,370,80,80,class0,887,1201,3600,0,6400
4213,4213,ssd_20170811_12.png,1433,203,80,80,class1,886,1201,3600,0,6400
4214,4214,ssd_20170811_18.png,1432,209,80,80,class1,887,1201,3600,0,6400
4215,4215,ssd_20170811_12.png,1633,378,80,80,class0,886,1201,3600,0,6400
4216,4216,ssd_20170811_18.png,1625,374,80,80,class1,887,1201,3600,0,6400
4217,4217,ssd_20170812_00.png,2890,336,80,80,class0,888,1201,3600,0,6400
4218,4218,ssd_20170812_06.png,2879,331,80,80,class0,889,1201,3600,0,6400
4220,4220,ssd_20170812_00.png,2148,452,80,80,class0,888,1201,3600,0,6400
4221,4221,ssd_20170812_06.png,2141,447,80,80,class0,889,1201,3600,0,6400
4222,4222,ssd_20170812_00.png,2468,373,80,80,class1,888,1201,3600,0,6400
4223,4223,ssd_20170812_06.png,2458,371,80,80,class1,889,1201,3600,0,6400
4224,4224,ssd_20170812_00.png,1616,373,80,80,class1,888,1201,3600,0,6400
4225,4225,ssd_20170812_06.png,1610,363,80,80,class1,889,1201,3600,0,6400
4226,4226,ssd_20170812_12.png,2873,332,80,80,class0,890,1201,3600,0,6400
4227,4227,ssd_20170812_18.png,2868,324,80,80,class0,891,1201,3600,0,6400
4229,4229,ssd_20170812_12.png,2136,454,80,80,class0,890,1201,3600,0,6400
4230,4230,ssd_20170812_18.png,2135,450,80,80,class0,891,1201,3600,0,6400
4231,4231,ssd_20170812_12.png,2451,360,80,80,class1,890,1201,3600,0,6400
4232,4232,ssd_20170812_18.png,2435,357,80,80,class1,891,1201,3600,0,6400
4233,4233,ssd_20170812_12.png,786,616,80,80,class0,890,1201,3600,0,6400
4234,4234,ssd_20170812_18.png,791,628,80,80,class0,891,1201,3600,0,6400
4235,4235,ssd_20170812_12.png,1606,359,80,80,class1,890,1201,3600,0,6400
4236,4236,ssd_20170812_18.png,1603,353,80,80,class1,891,1201,3600,0,6400
4237,4237,ssd_20170813_00.png,2860,313,80,80,class0,892,1201,3600,0,6400
4238,4238,ssd_20170813_06.png,2853,301,80,80,class0,893,1201,3600,0,6400
4243,4243,ssd_20170813_00.png,2419,357,80,80,class1,892,1201,3600,0,6400
4244,4244,ssd_20170813_06.png,2404,359,80,80,class1,893,1201,3600,0,6400
4245,4245,ssd_20170813_00.png,768,278,80,80,class1,892,1201,3600,0,6400
4246,4246,ssd_20170813_06.png,791,289,80,80,class1,893,1201,3600,0,6400
4247,4247,ssd_20170813_00.png,1599,350,80,80,class1,892,1201,3600,0,6400
4248,4248,ssd_20170813_06.png,1598,346,80,80,class2,893,1201,3600,0,6400
4249,4249,ssd_20170813_12.png,2848,291,80,80,class0,894,1201,3600,0,6400
4250,4250,ssd_20170813_18.png,2841,281,80,80,class0,895,1201,3600,0,6400
4251,4251,ssd_20170813_12.png,2394,355,80,80,class1,894,1201,3600,0,6400
4252,4252,ssd_20170813_18.png,2384,353,80,80,class1,895,1201,3600,0,6400
4253,4253,ssd_20170813_12.png,633,293,80,80,class1,894,1201,3600,0,6400
4254,4254,ssd_20170813_18.png,644,276,80,80,class1,895,1201,3600,0,6400
4255,4255,ssd_20170813_12.png,1106,256,80,80,class1,894,1201,3600,0,6400
4256,4256,ssd_20170813_12.png,1596,343,80,80,class2,894,1201,3600,0,6400
4257,4257,ssd_20170813_18.png,1594,341,80,80,class2,895,1201,3600,0,6400
4258,4258,ssd_20170814_00.png,2840,276,80,80,class0,896,1201,3600,0,6400
4259,4259,ssd_20170814_06.png,2837,269,80,80,class0,897,1201,3600,0,6400
4260,4260,ssd_20170814_00.png,3225,432,80,80,class0,896,1201,3600,0,6400
4261,4261,ssd_20170814_06.png,3219,429,80,80,class0,897,1201,3600,0,6400
4264,4264,ssd_20170814_00.png,2131,446,80,80,class0,896,1201,3600,0,6400
4265,4265,ssd_20170814_00.png,2447,404,80,80,class0,896,1201,3600,0,6400
4266,4266,ssd_20170814_06.png,2446,401,80,80,class0,897,1201,3600,0,6400
4267,4267,ssd_20170814_00.png,637,285,80,80,class1,896,1201,3600,0,6400
4268,4268,ssd_20170814_06.png,638,286,80,80,class1,897,1201,3600,0,6400
4269,4269,ssd_20170814_00.png,1594,335,80,80,class2,896,1201,3600,0,6400
4270,4270,ssd_20170814_06.png,1591,326,80,80,class2,897,1201,3600,0,6400
4271,4271,ssd_20170814_12.png,2837,263,80,80,class1,898,1201,3600,0,6400
4272,4272,ssd_20170814_18.png,2833,258,80,80,class1,899,1201,3600,0,6400
4273,4273,ssd_20170814_12.png,3209,429,80,80,class0,898,1201,3600,0,6400
4274,4274,ssd_20170814_18.png,3197,423,80,80,class0,899,1201,3600,0,6400
4277,4277,ssd_20170814_12.png,1263,210,80,80,class1,898,1201,3600,0,6400
4278,4278,ssd_20170814_18.png,1263,211,80,80,class1,899,1201,3600,0,6400
4279,4279,ssd_20170814_12.png,1588,321,80,80,class2,898,1201,3600,0,6400
4280,4280,ssd_20170814_18.png,1584,311,80,80,class2,899,1201,3600,0,6400
4281,4281,ssd_20170815_00.png,2835,253,80,80,class1,900,1201,3600,0,6400
4282,4282,ssd_20170815_06.png,2835,245,80,80,class1,901,1201,3600,0,6400
4283,4283,ssd_20170815_00.png,3185,418,80,80,class0,900,1201,3600,0,6400
4284,4284,ssd_20170815_06.png,3163,416,80,80,class0,901,1201,3600,0,6400
4285,4285,ssd_20170815_00.png,3281,430,80,80,class0,900,1201,3600,0,6400
4286,4286,ssd_20170815_06.png,3282,426,80,80,class0,901,1201,3600,0,6400
4289,4289,ssd_20170815_00.png,2142,444,80,80,class0,900,1201,3600,0,6400
4290,4290,ssd_20170815_06.png,2129,438,80,80,class0,901,1201,3600,0,6400
4291,4291,ssd_20170815_00.png,2400,408,80,80,class0,900,1201,3600,0,6400
4292,4292,ssd_20170815_00.png,2516,459,80,80,class0,900,1201,3600,0,6400
4293,4293,ssd_20170815_06.png,2513,460,80,80,class0,901,1201,3600,0,6400
4296,4296,ssd_20170815_00.png,1582,301,80,80,class2,900,1201,3600,0,6400
4297,4297,ssd_20170815_06.png,1581,288,80,80,class2,901,1201,3600,0,6400
4298,4298,ssd_20170815_12.png,2837,239,80,80,class1,902,1201,3600,0,6400
4299,4299,ssd_20170815_18.png,2840,227,80,80,class1,903,1201,3600,0,6400
4300,4300,ssd_20170815_12.png,3150,416,80,80,class0,902,1201,3600,0,6400
4301,4301,ssd_20170815_18.png,3132,418,80,80,class0,903,1201,3600,0,6400
4302,4302,ssd_20170815_12.png,3281,419,80,80,class0,902,1201,3600,0,6400
4303,4303,ssd_20170815_18.png,3240,415,80,80,class0,903,1201,3600,0,6400
4304,4304,ssd_20170815_12.png,3437,485,80,80,class0,902,1201,3600,0,6400
4309,4309,ssd_20170815_12.png,1581,276,80,80,class2,902,1201,3600,0,6400
4310,4310,ssd_20170815_18.png,1584,260,80,80,class2,903,1201,3600,0,6400
4311,4311,ssd_20170816_00.png,2852,217,80,80,class1,904,1201,3600,0,6400
4312,4312,ssd_20170816_06.png,2865,204,80,80,class1,905,1201,3600,0,6400
4313,4313,ssd_20170816_00.png,3115,418,80,80,class0,904,1201,3600,0,6400
4314,4314,ssd_20170816_06.png,3101,419,80,80,class0,905,1201,3600,0,6400
4315,4315,ssd_20170816_00.png,3226,412,80,80,class0,904,1201,3600,0,6400
4316,4316,ssd_20170816_06.png,3212,416,80,80,class0,905,1201,3600,0,6400
4317,4317,ssd_20170816_00.png,3423,463,80,80,class0,904,1201,3600,0,6400
4318,4318,ssd_20170816_00.png,928,571,80,80,class0,904,1201,3600,0,6400
4320,4320,ssd_20170816_00.png,2122,429,80,80,class0,904,1201,3600,0,6400
4321,4321,ssd_20170816_06.png,2112,435,80,80,class0,905,1201,3600,0,6400
4322,4322,ssd_20170816_00.png,2489,447,80,80,class0,904,1201,3600,0,6400
4323,4323,ssd_20170816_06.png,2484,447,80,80,class0,905,1201,3600,0,6400
4324,4324,ssd_20170816_00.png,1359,231,80,80,class1,904,1201,3600,0,6400
4325,4325,ssd_20170816_06.png,1366,232,80,80,class1,905,1201,3600,0,6400
4326,4326,ssd_20170816_00.png,1592,246,80,80,class2,904,1201,3600,0,6400
4327,4327,ssd_20170816_06.png,1608,228,80,80,class2,905,1201,3600,0,6400
4328,4328,ssd_20170816_12.png,2796,452,80,80,class0,906,1201,3600,0,6400
4329,4329,ssd_20170816_18.png,2780,453,80,80,class0,907,1201,3600,0,6400
4332,4332,ssd_20170816_12.png,3086,422,80,80,class0,906,1201,3600,0,6400
4333,4333,ssd_20170816_18.png,3070,421,80,80,class0,907,1201,3600,0,6400
4334,4334,ssd_20170816_12.png,3200,418,80,80,class0,906,1201,3600,0,6400
4335,4335,ssd_20170816_18.png,3188,421,80,80,class0,907,1201,3600,0,6400
4338,4338,ssd_20170816_12.png,912,571,80,80,class0,906,1201,3600,0,6400
4339,4339,ssd_20170816_18.png,916,566,80,80,class0,907,1201,3600,0,6400
4342,4342,ssd_20170816_12.png,1983,460,80,80,class0,906,1201,3600,0,6400
4343,4343,ssd_20170816_18.png,1982,467,80,80,class0,907,1201,3600,0,6400
4344,4344,ssd_20170816_12.png,2481,450,80,80,class0,906,1201,3600,0,6400
4345,4345,ssd_20170816_18.png,2482,450,80,80,class0,907,1201,3600,0,6400
4348,4348,ssd_20170816_12.png,1373,238,80,80,class1,906,1201,3600,0,6400
4349,4349,ssd_20170816_18.png,1396,241,80,80,class1,907,1201,3600,0,6400
4350,4350,ssd_20170816_12.png,1630,207,80,80,class2,906,1201,3600,0,6400
4354,4354,ssd_20170817_00.png,3053,426,80,80,class0,908,1201,3600,0,6400
4355,4355,ssd_20170817_06.png,3038,426,80,80,class0,909,1201,3600,0,6400
4356,4356,ssd_20170817_00.png,3171,418,80,80,class0,908,1201,3600,0,6400
